categoria,item,quantidade,ano,classificacao
BRANCAS,Cardinal,0,1970,Uvas de mesa
BRANCAS,Cardinal,0,1971,Uvas de mesa
BRANCAS,Cardinal,0,1972,Uvas de mesa
BRANCAS,Cardinal,0,1973,Uvas de mesa
BRANCAS,Cardinal,0,1974,Uvas de mesa
BRANCAS,Cardinal,0,1975,Uvas de mesa
BRANCAS,Cardinal,0,1976,Uvas de mesa
BRANCAS,Cardinal,0,1977,Uvas de mesa
BRANCAS,Cardinal,0,1978,Uvas de mesa
BRANCAS,Cardinal,0,1979,Uvas de mesa
BRANCAS,Cardinal,2235,1980,Uvas de mesa
BRANCAS,Cardinal,0,1981,Uvas de mesa
BRANCAS,Cardinal,0,1982,Uvas de mesa
BRANCAS,Cardinal,0,1983,Uvas de mesa
BRANCAS,Cardinal,0,1984,Uvas de mesa
BRANCAS,Cardinal,0,1985,Uvas de mesa
BRANCAS,Cardinal,0,1986,Uvas de mesa
BRANCAS,Cardinal,0,1987,Uvas de mesa
BRANCAS,Cardinal,0,1988,Uvas de mesa
BRANCAS,Cardinal,0,1989,Uvas de mesa
BRANCAS,Cardinal,0,1990,Uvas de mesa
BRANCAS,Cardinal,0,1991,Uvas de mesa
BRANCAS,Cardinal,0,1992,Uvas de mesa
BRANCAS,Cardinal,0,1993,Uvas de mesa
BRANCAS,Cardinal,0,1994,Uvas de mesa
BRANCAS,Cardinal,0,1995,Uvas de mesa
BRANCAS,Cardinal,0,1996,Uvas de mesa
BRANCAS,Cardinal,0,1997,Uvas de mesa
BRANCAS,Cardinal,0,1998,Uvas de mesa
BRANCAS,Cardinal,0,1999,Uvas de mesa
BRANCAS,Cardinal,0,2000,Uvas de mesa
BRANCAS,Cardinal,0,2001,Uvas de mesa
BRANCAS,Cardinal,0,2002,Uvas de mesa
BRANCAS,Cardinal,0,2003,Uvas de mesa
BRANCAS,Cardinal,0,2004,Uvas de mesa
BRANCAS,Cardinal,1620,2005,Uvas de mesa
BRANCAS,Cardinal,0,2006,Uvas de mesa
BRANCAS,Cardinal,0,2007,Uvas de mesa
BRANCAS,Cardinal,4610,2008,Uvas de mesa
BRANCAS,Cardinal,0,2009,Uvas de mesa
BRANCAS,Cardinal,0,2010,Uvas de mesa
BRANCAS,Cardinal,0,2011,Uvas de mesa
BRANCAS,Cardinal,0,2012,Uvas de mesa
BRANCAS,Cardinal,0,2013,Uvas de mesa
BRANCAS,Cardinal,0,2014,Uvas de mesa
BRANCAS,Cardinal,0,2015,Uvas de mesa
BRANCAS,Cardinal,0,2016,Uvas de mesa
BRANCAS,Cardinal,0,2017,Uvas de mesa
BRANCAS,Cardinal,0,2018,Uvas de mesa
BRANCAS,Cardinal,0,2019,Uvas de mesa
BRANCAS,Cardinal,0,2020,Uvas de mesa
BRANCAS,Cardinal,0,2021,Uvas de mesa
BRANCAS,Cardinal,0,2022,Uvas de mesa
BRANCAS,Cardinal,0,2023,Uvas de mesa
BRANCAS,Cardinal,0,2024,Uvas de mesa
BRANCAS,Golden Queen,167,1970,Uvas de mesa
BRANCAS,Golden Queen,8654,1971,Uvas de mesa
BRANCAS,Golden Queen,657,1972,Uvas de mesa
BRANCAS,Golden Queen,7312,1973,Uvas de mesa
BRANCAS,Golden Queen,8467,1974,Uvas de mesa
BRANCAS,Golden Queen,6805,1975,Uvas de mesa
BRANCAS,Golden Queen,0,1976,Uvas de mesa
BRANCAS,Golden Queen,2391,1977,Uvas de mesa
BRANCAS,Golden Queen,8715,1978,Uvas de mesa
BRANCAS,Golden Queen,2051,1979,Uvas de mesa
BRANCAS,Golden Queen,2765,1980,Uvas de mesa
BRANCAS,Golden Queen,0,1981,Uvas de mesa
BRANCAS,Golden Queen,0,1982,Uvas de mesa
BRANCAS,Golden Queen,0,1983,Uvas de mesa
BRANCAS,Golden Queen,1545,1984,Uvas de mesa
BRANCAS,Golden Queen,4921,1985,Uvas de mesa
BRANCAS,Golden Queen,3358,1986,Uvas de mesa
BRANCAS,Golden Queen,1321,1987,Uvas de mesa
BRANCAS,Golden Queen,0,1988,Uvas de mesa
BRANCAS,Golden Queen,0,1989,Uvas de mesa
BRANCAS,Golden Queen,0,1990,Uvas de mesa
BRANCAS,Golden Queen,0,1991,Uvas de mesa
BRANCAS,Golden Queen,0,1992,Uvas de mesa
BRANCAS,Golden Queen,0,1993,Uvas de mesa
BRANCAS,Golden Queen,0,1994,Uvas de mesa
BRANCAS,Golden Queen,0,1995,Uvas de mesa
BRANCAS,Golden Queen,0,1996,Uvas de mesa
BRANCAS,Golden Queen,0,1997,Uvas de mesa
BRANCAS,Golden Queen,0,1998,Uvas de mesa
BRANCAS,Golden Queen,0,1999,Uvas de mesa
BRANCAS,Golden Queen,0,2000,Uvas de mesa
BRANCAS,Golden Queen,0,2001,Uvas de mesa
BRANCAS,Golden Queen,0,2002,Uvas de mesa
BRANCAS,Golden Queen,0,2003,Uvas de mesa
BRANCAS,Golden Queen,0,2004,Uvas de mesa
BRANCAS,Golden Queen,0,2005,Uvas de mesa
BRANCAS,Golden Queen,0,2006,Uvas de mesa
BRANCAS,Golden Queen,0,2007,Uvas de mesa
BRANCAS,Golden Queen,0,2008,Uvas de mesa
BRANCAS,Golden Queen,0,2009,Uvas de mesa
BRANCAS,Golden Queen,0,2010,Uvas de mesa
BRANCAS,Golden Queen,0,2011,Uvas de mesa
BRANCAS,Golden Queen,0,2012,Uvas de mesa
BRANCAS,Golden Queen,0,2013,Uvas de mesa
BRANCAS,Golden Queen,0,2014,Uvas de mesa
BRANCAS,Golden Queen,0,2015,Uvas de mesa
BRANCAS,Golden Queen,0,2016,Uvas de mesa
BRANCAS,Golden Queen,0,2017,Uvas de mesa
BRANCAS,Golden Queen,0,2018,Uvas de mesa
BRANCAS,Golden Queen,0,2019,Uvas de mesa
BRANCAS,Golden Queen,0,2020,Uvas de mesa
BRANCAS,Golden Queen,0,2021,Uvas de mesa
BRANCAS,Golden Queen,0,2022,Uvas de mesa
BRANCAS,Golden Queen,0,2023,Uvas de mesa
BRANCAS,Golden Queen,0,2024,Uvas de mesa
BRANCAS,Italia,3733,1970,Uvas de mesa
BRANCAS,Italia,7681,1971,Uvas de mesa
BRANCAS,Italia,2145,1972,Uvas de mesa
BRANCAS,Italia,740,1973,Uvas de mesa
BRANCAS,Italia,268789,1974,Uvas de mesa
BRANCAS,Italia,579717,1975,Uvas de mesa
BRANCAS,Italia,152039,1976,Uvas de mesa
BRANCAS,Italia,227941,1977,Uvas de mesa
BRANCAS,Italia,235436,1978,Uvas de mesa
BRANCAS,Italia,134574,1979,Uvas de mesa
BRANCAS,Italia,59022,1980,Uvas de mesa
BRANCAS,Italia,36849,1981,Uvas de mesa
BRANCAS,Italia,39189,1982,Uvas de mesa
BRANCAS,Italia,14126,1983,Uvas de mesa
BRANCAS,Italia,1945,1984,Uvas de mesa
BRANCAS,Italia,5877,1985,Uvas de mesa
BRANCAS,Italia,18855,1986,Uvas de mesa
BRANCAS,Italia,4112,1987,Uvas de mesa
BRANCAS,Italia,0,1988,Uvas de mesa
BRANCAS,Italia,0,1989,Uvas de mesa
BRANCAS,Italia,0,1990,Uvas de mesa
BRANCAS,Italia,0,1991,Uvas de mesa
BRANCAS,Italia,0,1992,Uvas de mesa
BRANCAS,Italia,0,1993,Uvas de mesa
BRANCAS,Italia,0,1994,Uvas de mesa
BRANCAS,Italia,0,1995,Uvas de mesa
BRANCAS,Italia,0,1996,Uvas de mesa
BRANCAS,Italia,0,1997,Uvas de mesa
BRANCAS,Italia,0,1998,Uvas de mesa
BRANCAS,Italia,0,1999,Uvas de mesa
BRANCAS,Italia,0,2000,Uvas de mesa
BRANCAS,Italia,0,2001,Uvas de mesa
BRANCAS,Italia,0,2002,Uvas de mesa
BRANCAS,Italia,0,2003,Uvas de mesa
BRANCAS,Italia,33860,2004,Uvas de mesa
BRANCAS,Italia,1630,2005,Uvas de mesa
BRANCAS,Italia,3320,2006,Uvas de mesa
BRANCAS,Italia,5130,2007,Uvas de mesa
BRANCAS,Italia,2300,2008,Uvas de mesa
BRANCAS,Italia,0,2009,Uvas de mesa
BRANCAS,Italia,0,2010,Uvas de mesa
BRANCAS,Italia,0,2011,Uvas de mesa
BRANCAS,Italia,0,2012,Uvas de mesa
BRANCAS,Italia,0,2013,Uvas de mesa
BRANCAS,Italia,0,2014,Uvas de mesa
BRANCAS,Italia,0,2015,Uvas de mesa
BRANCAS,Italia,0,2016,Uvas de mesa
BRANCAS,Italia,0,2017,Uvas de mesa
BRANCAS,Italia,0,2018,Uvas de mesa
BRANCAS,Italia,0,2019,Uvas de mesa
BRANCAS,Italia,0,2020,Uvas de mesa
BRANCAS,Italia,0,2021,Uvas de mesa
BRANCAS,Italia,0,2022,Uvas de mesa
BRANCAS,Italia,0,2023,Uvas de mesa
BRANCAS,Italia,0,2024,Uvas de mesa
BRANCAS,Patrícia,0,1970,Uvas de mesa
BRANCAS,Patrícia,0,1971,Uvas de mesa
BRANCAS,Patrícia,0,1972,Uvas de mesa
BRANCAS,Patrícia,0,1973,Uvas de mesa
BRANCAS,Patrícia,0,1974,Uvas de mesa
BRANCAS,Patrícia,0,1975,Uvas de mesa
BRANCAS,Patrícia,0,1976,Uvas de mesa
BRANCAS,Patrícia,0,1977,Uvas de mesa
BRANCAS,Patrícia,0,1978,Uvas de mesa
BRANCAS,Patrícia,0,1979,Uvas de mesa
BRANCAS,Patrícia,0,1980,Uvas de mesa
BRANCAS,Patrícia,0,1981,Uvas de mesa
BRANCAS,Patrícia,0,1982,Uvas de mesa
BRANCAS,Patrícia,0,1983,Uvas de mesa
BRANCAS,Patrícia,0,1984,Uvas de mesa
BRANCAS,Patrícia,0,1985,Uvas de mesa
BRANCAS,Patrícia,0,1986,Uvas de mesa
BRANCAS,Patrícia,0,1987,Uvas de mesa
BRANCAS,Patrícia,0,1988,Uvas de mesa
BRANCAS,Patrícia,0,1989,Uvas de mesa
BRANCAS,Patrícia,0,1990,Uvas de mesa
BRANCAS,Patrícia,0,1991,Uvas de mesa
BRANCAS,Patrícia,0,1992,Uvas de mesa
BRANCAS,Patrícia,0,1993,Uvas de mesa
BRANCAS,Patrícia,0,1994,Uvas de mesa
BRANCAS,Patrícia,0,1995,Uvas de mesa
BRANCAS,Patrícia,0,1996,Uvas de mesa
BRANCAS,Patrícia,0,1997,Uvas de mesa
BRANCAS,Patrícia,0,1998,Uvas de mesa
BRANCAS,Patrícia,0,1999,Uvas de mesa
BRANCAS,Patrícia,20515,2000,Uvas de mesa
BRANCAS,Patrícia,23661,2001,Uvas de mesa
BRANCAS,Patrícia,42357,2002,Uvas de mesa
BRANCAS,Patrícia,75480,2003,Uvas de mesa
BRANCAS,Patrícia,6172,2004,Uvas de mesa
BRANCAS,Patrícia,0,2005,Uvas de mesa
BRANCAS,Patrícia,0,2006,Uvas de mesa
BRANCAS,Patrícia,0,2007,Uvas de mesa
BRANCAS,Patrícia,0,2008,Uvas de mesa
BRANCAS,Patrícia,0,2009,Uvas de mesa
BRANCAS,Patrícia,0,2010,Uvas de mesa
BRANCAS,Patrícia,0,2011,Uvas de mesa
BRANCAS,Patrícia,0,2012,Uvas de mesa
BRANCAS,Patrícia,0,2013,Uvas de mesa
BRANCAS,Patrícia,0,2014,Uvas de mesa
BRANCAS,Patrícia,0,2015,Uvas de mesa
BRANCAS,Patrícia,0,2016,Uvas de mesa
BRANCAS,Patrícia,0,2017,Uvas de mesa
BRANCAS,Patrícia,0,2018,Uvas de mesa
BRANCAS,Patrícia,0,2019,Uvas de mesa
BRANCAS,Patrícia,0,2020,Uvas de mesa
BRANCAS,Patrícia,0,2021,Uvas de mesa
BRANCAS,Patrícia,0,2022,Uvas de mesa
BRANCAS,Patrícia,0,2023,Uvas de mesa
BRANCAS,Patrícia,0,2024,Uvas de mesa
BRANCAS,Perlona,0,1970,Uvas de mesa
BRANCAS,Perlona,0,1971,Uvas de mesa
BRANCAS,Perlona,4027,1972,Uvas de mesa
BRANCAS,Perlona,0,1973,Uvas de mesa
BRANCAS,Perlona,1695,1974,Uvas de mesa
BRANCAS,Perlona,1223,1975,Uvas de mesa
BRANCAS,Perlona,1406,1976,Uvas de mesa
BRANCAS,Perlona,0,1977,Uvas de mesa
BRANCAS,Perlona,0,1978,Uvas de mesa
BRANCAS,Perlona,11377,1979,Uvas de mesa
BRANCAS,Perlona,10722,1980,Uvas de mesa
BRANCAS,Perlona,14467,1981,Uvas de mesa
BRANCAS,Perlona,13971,1982,Uvas de mesa
BRANCAS,Perlona,4948,1983,Uvas de mesa
BRANCAS,Perlona,10735,1984,Uvas de mesa
BRANCAS,Perlona,10548,1985,Uvas de mesa
BRANCAS,Perlona,10753,1986,Uvas de mesa
BRANCAS,Perlona,64694,1987,Uvas de mesa
BRANCAS,Perlona,0,1988,Uvas de mesa
BRANCAS,Perlona,0,1989,Uvas de mesa
BRANCAS,Perlona,0,1990,Uvas de mesa
BRANCAS,Perlona,0,1991,Uvas de mesa
BRANCAS,Perlona,0,1992,Uvas de mesa
BRANCAS,Perlona,0,1993,Uvas de mesa
BRANCAS,Perlona,0,1994,Uvas de mesa
BRANCAS,Perlona,0,1995,Uvas de mesa
BRANCAS,Perlona,0,1996,Uvas de mesa
BRANCAS,Perlona,0,1997,Uvas de mesa
BRANCAS,Perlona,0,1998,Uvas de mesa
BRANCAS,Perlona,0,1999,Uvas de mesa
BRANCAS,Perlona,581598,2000,Uvas de mesa
BRANCAS,Perlona,94352,2001,Uvas de mesa
BRANCAS,Perlona,58566,2002,Uvas de mesa
BRANCAS,Perlona,61178,2003,Uvas de mesa
BRANCAS,Perlona,33155,2004,Uvas de mesa
BRANCAS,Perlona,32105,2005,Uvas de mesa
BRANCAS,Perlona,14569,2006,Uvas de mesa
BRANCAS,Perlona,25899,2007,Uvas de mesa
BRANCAS,Perlona,37376,2008,Uvas de mesa
BRANCAS,Perlona,11335,2009,Uvas de mesa
BRANCAS,Perlona,10375,2010,Uvas de mesa
BRANCAS,Perlona,5575,2011,Uvas de mesa
BRANCAS,Perlona,9695,2012,Uvas de mesa
BRANCAS,Perlona,3378,2013,Uvas de mesa
BRANCAS,Perlona,850,2014,Uvas de mesa
BRANCAS,Perlona,3280,2015,Uvas de mesa
BRANCAS,Perlona,290,2016,Uvas de mesa
BRANCAS,Perlona,180,2017,Uvas de mesa
BRANCAS,Perlona,730,2018,Uvas de mesa
BRANCAS,Perlona,0,2019,Uvas de mesa
BRANCAS,Perlona,0,2020,Uvas de mesa
BRANCAS,Perlona,1710,2021,Uvas de mesa
BRANCAS,Perlona,0,2022,Uvas de mesa
BRANCAS,Perlona,0,2023,Uvas de mesa
BRANCAS,Perlona,0,2024,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1970,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1971,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1972,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1973,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1974,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1975,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1976,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1977,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1978,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1979,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1980,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1981,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1982,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1983,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1984,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1985,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1986,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1987,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1988,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1989,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1990,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1991,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1992,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1993,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1994,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1995,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1996,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1997,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1998,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,1999,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2000,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2001,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2002,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2003,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2004,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",4115,2005,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2006,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",5590,2007,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",11011,2008,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",3105,2009,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",1200,2010,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",13883,2011,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",52869,2012,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",1034,2013,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",29750,2014,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",61260,2015,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",2970,2016,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",5720,2017,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2018,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2019,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",45610,2020,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",51050,2021,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2022,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",13440,2023,Uvas de mesa
BRANCAS,"Rubi (Itália, Itália Ro)",0,2024,Uvas de mesa
BRANCAS E ROSADAS,Aliatico,0,1970,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1971,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1972,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1973,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1974,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1975,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1976,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1977,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1978,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1979,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1980,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1981,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1982,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1983,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1984,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1985,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1986,Viníferas
BRANCAS E ROSADAS,Aliatico,1587,1987,Viníferas
BRANCAS E ROSADAS,Aliatico,1850,1988,Viníferas
BRANCAS E ROSADAS,Aliatico,444,1989,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1990,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1991,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1992,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1993,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1994,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1995,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1996,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1997,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1998,Viníferas
BRANCAS E ROSADAS,Aliatico,0,1999,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2000,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2001,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2002,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2003,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2004,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2005,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2006,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2007,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2008,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2009,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2010,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2011,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2012,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2013,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2014,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2015,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2016,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2017,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2018,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2019,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2020,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2021,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2022,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2023,Viníferas
BRANCAS E ROSADAS,Aliatico,0,2024,Viníferas
BRANCAS E ROSADAS,Aligote,530,1970,Viníferas
BRANCAS E ROSADAS,Aligote,1000,1971,Viníferas
BRANCAS E ROSADAS,Aligote,1969,1972,Viníferas
BRANCAS E ROSADAS,Aligote,0,1973,Viníferas
BRANCAS E ROSADAS,Aligote,618,1974,Viníferas
BRANCAS E ROSADAS,Aligote,5009,1975,Viníferas
BRANCAS E ROSADAS,Aligote,372,1976,Viníferas
BRANCAS E ROSADAS,Aligote,0,1977,Viníferas
BRANCAS E ROSADAS,Aligote,720,1978,Viníferas
BRANCAS E ROSADAS,Aligote,0,1979,Viníferas
BRANCAS E ROSADAS,Aligote,0,1980,Viníferas
BRANCAS E ROSADAS,Aligote,482,1981,Viníferas
BRANCAS E ROSADAS,Aligote,590,1982,Viníferas
BRANCAS E ROSADAS,Aligote,756,1983,Viníferas
BRANCAS E ROSADAS,Aligote,938,1984,Viníferas
BRANCAS E ROSADAS,Aligote,0,1985,Viníferas
BRANCAS E ROSADAS,Aligote,0,1986,Viníferas
BRANCAS E ROSADAS,Aligote,0,1987,Viníferas
BRANCAS E ROSADAS,Aligote,0,1988,Viníferas
BRANCAS E ROSADAS,Aligote,0,1989,Viníferas
BRANCAS E ROSADAS,Aligote,0,1990,Viníferas
BRANCAS E ROSADAS,Aligote,0,1991,Viníferas
BRANCAS E ROSADAS,Aligote,0,1992,Viníferas
BRANCAS E ROSADAS,Aligote,0,1993,Viníferas
BRANCAS E ROSADAS,Aligote,0,1994,Viníferas
BRANCAS E ROSADAS,Aligote,53465,1995,Viníferas
BRANCAS E ROSADAS,Aligote,0,1996,Viníferas
BRANCAS E ROSADAS,Aligote,0,1997,Viníferas
BRANCAS E ROSADAS,Aligote,23716,1998,Viníferas
BRANCAS E ROSADAS,Aligote,0,1999,Viníferas
BRANCAS E ROSADAS,Aligote,0,2000,Viníferas
BRANCAS E ROSADAS,Aligote,0,2001,Viníferas
BRANCAS E ROSADAS,Aligote,90,2002,Viníferas
BRANCAS E ROSADAS,Aligote,0,2003,Viníferas
BRANCAS E ROSADAS,Aligote,0,2004,Viníferas
BRANCAS E ROSADAS,Aligote,0,2005,Viníferas
BRANCAS E ROSADAS,Aligote,0,2006,Viníferas
BRANCAS E ROSADAS,Aligote,0,2007,Viníferas
BRANCAS E ROSADAS,Aligote,0,2008,Viníferas
BRANCAS E ROSADAS,Aligote,0,2009,Viníferas
BRANCAS E ROSADAS,Aligote,0,2010,Viníferas
BRANCAS E ROSADAS,Aligote,2640,2011,Viníferas
BRANCAS E ROSADAS,Aligote,0,2012,Viníferas
BRANCAS E ROSADAS,Aligote,0,2013,Viníferas
BRANCAS E ROSADAS,Aligote,0,2014,Viníferas
BRANCAS E ROSADAS,Aligote,0,2015,Viníferas
BRANCAS E ROSADAS,Aligote,0,2016,Viníferas
BRANCAS E ROSADAS,Aligote,0,2017,Viníferas
BRANCAS E ROSADAS,Aligote,0,2018,Viníferas
BRANCAS E ROSADAS,Aligote,0,2019,Viníferas
BRANCAS E ROSADAS,Aligote,0,2020,Viníferas
BRANCAS E ROSADAS,Aligote,0,2021,Viníferas
BRANCAS E ROSADAS,Aligote,0,2022,Viníferas
BRANCAS E ROSADAS,Aligote,0,2023,Viníferas
BRANCAS E ROSADAS,Aligote,0,2024,Viníferas
BRANCAS E ROSADAS,Altesse,0,1970,Viníferas
BRANCAS E ROSADAS,Altesse,0,1971,Viníferas
BRANCAS E ROSADAS,Altesse,0,1972,Viníferas
BRANCAS E ROSADAS,Altesse,0,1973,Viníferas
BRANCAS E ROSADAS,Altesse,0,1974,Viníferas
BRANCAS E ROSADAS,Altesse,0,1975,Viníferas
BRANCAS E ROSADAS,Altesse,0,1976,Viníferas
BRANCAS E ROSADAS,Altesse,0,1977,Viníferas
BRANCAS E ROSADAS,Altesse,0,1978,Viníferas
BRANCAS E ROSADAS,Altesse,248,1979,Viníferas
BRANCAS E ROSADAS,Altesse,550,1980,Viníferas
BRANCAS E ROSADAS,Altesse,5430,1981,Viníferas
BRANCAS E ROSADAS,Altesse,11086,1982,Viníferas
BRANCAS E ROSADAS,Altesse,12938,1983,Viníferas
BRANCAS E ROSADAS,Altesse,15903,1984,Viníferas
BRANCAS E ROSADAS,Altesse,36111,1985,Viníferas
BRANCAS E ROSADAS,Altesse,43477,1986,Viníferas
BRANCAS E ROSADAS,Altesse,8556,1987,Viníferas
BRANCAS E ROSADAS,Altesse,39549,1988,Viníferas
BRANCAS E ROSADAS,Altesse,42682,1989,Viníferas
BRANCAS E ROSADAS,Altesse,40662,1990,Viníferas
BRANCAS E ROSADAS,Altesse,18270,1991,Viníferas
BRANCAS E ROSADAS,Altesse,31166,1992,Viníferas
BRANCAS E ROSADAS,Altesse,24592,1993,Viníferas
BRANCAS E ROSADAS,Altesse,28012,1994,Viníferas
BRANCAS E ROSADAS,Altesse,13250,1995,Viníferas
BRANCAS E ROSADAS,Altesse,110708,1996,Viníferas
BRANCAS E ROSADAS,Altesse,0,1997,Viníferas
BRANCAS E ROSADAS,Altesse,0,1998,Viníferas
BRANCAS E ROSADAS,Altesse,0,1999,Viníferas
BRANCAS E ROSADAS,Altesse,0,2000,Viníferas
BRANCAS E ROSADAS,Altesse,0,2001,Viníferas
BRANCAS E ROSADAS,Altesse,0,2002,Viníferas
BRANCAS E ROSADAS,Altesse,0,2003,Viníferas
BRANCAS E ROSADAS,Altesse,0,2004,Viníferas
